id,title,year,release_month,genres,duration,country,language,directors,writers,actors,production_company,imdb_score,votes,budget,world_wide_boxoffice,metascore,profit,profit_margin
36775,Double Indemnity,1944,10,"['Crime', 'Drama', 'Film-Noir']",107,Usa,English,['Billy Wilder'],"['Billy Wilder', 'Raymond Chandler']","['Fred Macmurray', 'Barbara Stanwyck', 'Edward G. Robinson', 'Porter Hall', 'Jean Heather']",Paramount Pictures,8.3,139564,927262,13886,95,-913376,-0.99
36868,The Best Years of Our Lives,1946,4,"['Drama', 'Romance', 'War']",170,Usa,English,['William Wyler'],"['Robert E. Sherwood', 'Mackinlay Kantor']","['Myrna Loy', 'Fredric March', 'Dana Andrews', 'Teresa Wright', 'Virginia Mayo']",The Samuel Goldwyn Company,8.0,56280,2100000,23656620,93,21556620,10.27
37017,Lifeboat,1944,4,"['Drama', 'War']",97,Usa,English,['Alfred Hitchcock'],"['John Steinbeck', 'Jo Swerling']","['Tallulah Bankhead', 'William Bendix', 'Walter Slezak', 'Mary Anderson', 'John Hodiak']",Twentieth Century Fox,7.6,25855,1590000,,78,,
37558,Brief Encounter,1945,3,"['Drama', 'Romance']",86,Uk,English,['David Lean'],[],"['Celia Johnson', 'Trevor Howard', 'Stanley Holloway', 'Joyce Carey', 'Cyril Raymond']",Cineguild,8.0,34524,,107384,92,,
37674,Les enfants du paradis,1945,8,"['Drama', 'Romance']",189,France,French,['Marcel Carné'],['Jacques Prévert'],"['Arletty', 'Jean-Louis Barrault', 'Pierre Brasseur', 'Pierre Renoir', 'María Casares']",Société Nouvelle Pathé Cinéma,8.4,17829,,42781,96,,
37790,The Horn Blows at Midnight,1945,4,"['Comedy', 'Fantasy', 'Music']",78,Usa,English,['Raoul Walsh'],"['Sam Hellman', 'James V. Kern']","['Jack Benny', 'Alexis Smith', 'Dolores Moran', 'Allyn Joslyn', 'Reginald Gardiner']",Warner Bros.,6.7,1183,1831000,,60,,
37913,Mildred Pierce,1945,12,"['Crime', 'Drama', 'Film-Noir']",111,Usa,English,['Michael Curtiz'],"['Ranald Macdougall', 'James M. Cain']","['Joan Crawford', 'Jack Carson', 'Zachary Scott', 'Eve Arden', 'Ann Blyth']",Warner Bros.,8.0,22055,1453000,10128,88,-1442872,-0.99
38026,Rhapsody in Blue,1945,10,"['Biography', 'Drama', 'Musical']",135,Usa,English,['Irving Rapper'],"['Sonya Levien', 'Howard Koch']","['Robert Alda', 'Joan Leslie', 'Alexis Smith', 'Charles Coburn', 'Julie Bishop']",Warner Bros.,7.0,1200,,,55,,
38166,The Three Caballeros,1944,7,"['Animation', 'Comedy', 'Family']",71,Usa,English,"['Norman Ferguson', 'Clyde Geronimi']","['Homer Brightman', 'Ernest Terrazas']","['Aurora Miranda', 'Carmen Molina', 'Dora Luz', 'Sterling Holloway', 'Clarence Nash']",Walt Disney Productions,6.4,11944,,,85,,
38256,Without Love,1945,5,"['Comedy', 'Romance']",111,Usa,English,['Harold S. Bucquet'],"['Philip Barry', 'Donald Ogden Stewart']","['Spencer Tracy', 'Katharine Hepburn', 'Lucille Ball', 'Keenan Wynn', 'Carl Esmond']",Metro-Goldwyn-Mayer (Mgm),6.7,1989,1873000,,43,,
38348,La belle et la bête,1946,7,"['Drama', 'Fantasy', 'Romance']",96,France,French,"['Jean Cocteau', 'René Clément']","['Jean Cocteau', 'Jean Cocteau']","['Jean Marais', 'Josette Day', 'Mila Parély', 'Nane Germon', 'Michel Auclair']",Les Films André Paulvé,7.9,23710,,298718,92,,
38574,Great Expectations,1946,5,"['Adventure', 'Drama', 'Mystery']",118,Uk,English,['David Lean'],"['Charles Dickens', 'David Lean']","['John Mills', 'Tony Wager', 'Valerie Hobson', 'Jean Simmons', 'Bernard Miles']",Cineguild,7.8,21540,,19329,90,,
38650,It's a Wonderful Life,1946,3,"['Drama', 'Family', 'Fantasy']",130,Usa,English,['Frank Capra'],"['Frances Goodrich', 'Albert Hackett']","['James Stewart', 'Donna Reed', 'Lionel Barrymore', 'Thomas Mitchell', 'Henry Travers']",Liberty Films (Ii),8.6,388310,3180000,6130720,89,2950720,0.93
38718,Make Mine Music,1946,12,"['Animation', 'Adventure', 'Comedy']",75,Usa,English,"['Robert Cormack', 'Clyde Geronimi']","['Homer Brightman', 'Dick Huemer']","['Nelson Eddy', 'Dinah Shore', 'Benny Goodman', 'The Andrews Sisters', 'Jerry Colonna']",Walt Disney Animation Studios,6.3,3600,,,60,,
38787,Notorious,1946,10,"['Drama', 'Film-Noir', 'Romance']",102,Usa,English,['Alfred Hitchcock'],['Ben Hecht'],"['Cary Grant', 'Ingrid Bergman', 'Claude Rains', 'Louis Calhern', 'Leopoldine Konstantin']",Rko Radio Pictures,7.9,90400,2000000,113061,100,-1886939,-0.94
38854,The Postman Always Rings Twice,1946,11,"['Crime', 'Drama', 'Film-Noir']",113,Usa,English,['Tay Garnett'],"['Harry Ruskin', 'Niven Busch']","['Lana Turner', 'John Garfield', 'Cecil Kellaway', 'Hume Cronyn', 'Leon Ames']",Metro-Goldwyn-Mayer (Mgm),7.5,18084,1683000,,84,,
38969,Song of the South,1946,3,"['Animation', 'Comedy', 'Family']",94,Usa,English,"['Harve Foster', 'Wilfred Jackson']","['Dalton S. Reymond', 'Morton Grant']","['Ruth Warrick', 'Bobby Driscoll', 'James Baskett', 'Luana Patten', 'Lucile Watson']",Walt Disney Productions,7.1,11103,,37459346,54,,
38991,The Stranger,1946,12,"['Crime', 'Drama', 'Film-Noir']",95,Usa,English,['Orson Welles'],"['Anthony Veiller', 'Victor Trivas']","['Edward G. Robinson', 'Loretta Young', 'Orson Welles', 'Philip Merivale', 'Richard Long']",International Pictures (I),7.4,23436,1034000,,76,,
39040,To Each His Own,1946,9,"['Drama', 'Romance']",122,Usa,English,['Mitchell Leisen'],"['Charles Brackett', 'Jacques Théry']","['Olivia De Havilland', 'Mary Anderson', 'Roland Culver', 'Phillip Terry', 'Bill Goodwin']",Paramount Pictures,7.7,2300,,,67,,
39111,The Yearling,1946,5,"['Drama', 'Family', 'Western']",128,Usa,English,['Clarence Brown'],"['Paul Osborn', 'Marjorie Kinnan Rawlings']","['Gregory Peck', 'Jane Wyman', 'Claude Jarman Jr.', 'Chill Wills', 'Clem Bevans']",Metro-Goldwyn-Mayer (Mgm),7.1,5240,4000000,,89,,
39190,The Bishop's Wife,1947,10,"['Comedy', 'Drama', 'Fantasy']",109,Usa,English,['Henry Koster'],"['Robert E. Sherwood', 'Leonardo Bercovici']","['Cary Grant', 'Loretta Young', 'David Niven', 'Monty Woolley', 'James Gleason']",The Samuel Goldwyn Company,7.6,13635,,,72,,
39224,Brute Force,1947,12,"['Crime', 'Drama', 'Film-Noir']",98,Usa,English,['Jules Dassin'],"['Richard Brooks', 'Robert Patterson']","['Burt Lancaster', 'Hume Cronyn', 'Charles Bickford', 'Yvonne De Carlo', 'Ann Blyth']",Mark Hellinger Productions,7.6,8734,,,80,,
39404,Fun & Fancy Free,1947,2,"['Animation', 'Adventure', 'Comedy']",73,Usa,English,"['Jack Kinney', 'Hamilton Luske']","['Homer Brightman', 'Harry Reeves']","['Edgar Bergen', 'Dinah Shore', 'Luana Patten', 'Anita Gordon', 'Cliff Edwards']",Walt Disney Animation Studios,6.6,6779,,,66,,
39566,Life with Father,1947,9,['Comedy'],118,Usa,English,['Michael Curtiz'],"['Clarence Day', 'Donald Ogden Stewart']","['William Powell', 'Irene Dunne', 'Elizabeth Taylor', 'Edmund Gwenn', 'Zasu Pitts']",Warner Bros.,7.2,4567,4700000,,73,,
39628,Miracle on 34th Street,1947,12,"['Comedy', 'Drama', 'Family']",96,Usa,English,['George Seaton'],"['George Seaton', 'Valentine Davies']","[""Maureen O'Hara"", 'John Payne', 'Edmund Gwenn', 'Gene Lockhart', 'Natalie Wood']",Twentieth Century Fox,7.9,39089,,,88,,
39739,Quai des Orfèvres,1947,5,"['Crime', 'Drama']",106,France,French,['Henri-Georges Clouzot'],"['Stanislas-André Steeman', 'Henri-Georges Clouzot']","['Louis Jouvet', 'Simone Renant', 'Bernard Blier', 'Suzy Delair', 'Pierre Larquey']",Majestic Films,7.8,4978,,180974,89,,
40338,The Fallen Idol,1948,5,"['Drama', 'Mystery', 'Thriller']",95,Uk,English,['Carol Reed'],"['Graham Greene', 'Graham Greene']","['Ralph Richardson', 'Michèle Morgan', 'Sonia Dresdel', 'Bobby Henrey', ""Denis O'Dea""]",London Film Productions,7.7,7563,,373185,88,,
40366,Force of Evil,1948,8,"['Crime', 'Drama', 'Film-Noir']",79,Usa,English,['Abraham Polonsky'],"['Abraham Polonsky', 'Ira Wolfert']","['John Garfield', 'Thomas Gomez', 'Marie Windsor', 'Howland Chamberlain', 'Roy Roberts']",Enterprise Productions,7.3,5670,,1165000,89,,
40367,A Foreign Affair,1948,12,"['Comedy', 'Drama', 'Romance']",116,Usa,English,['Billy Wilder'],"['Charles Brackett', 'Billy Wilder']","['Jean Arthur', 'Marlene Dietrich', 'John Lund', 'Millard Mitchell', 'Peter Von Zerneck']",Paramount Pictures,7.3,6646,1500000,,75,,
40416,Hamlet,1948,1,['Drama'],154,Uk,English,['Laurence Olivier'],['William Shakespeare'],"['John Laurie', 'Esmond Knight', 'Anthony Quayle', 'Niall Macginnis', 'Harcourt Williams']",Two Cities Films,7.6,14941,,,82,,
40580,Melody Time,1948,6,"['Animation', 'Comedy', 'Family']",75,Usa,English,"['Clyde Geronimi', 'Wilfred Jackson']","['Winston Hibler', 'Erdman Penner']","['Roy Rogers', 'Trigger', 'Dennis Day', 'The Andrews Sisters', 'Freddy Martin']",Walt Disney Animation Studios,6.4,4740,,,69,,
40636,The Naked City,1948,11,"['Crime', 'Drama', 'Film-Noir']",96,Usa,English,['Jules Dassin'],"['Albert Maltz', 'Malvin Wald']","['Barry Fitzgerald', 'Howard Duff', 'Dorothy Hart', 'Don Taylor', 'Frank Conroy']",Hellinger Productions,7.6,11788,,,74,,
40662,Oliver Twist,1948,1,['Drama'],116,Uk,English,['David Lean'],"['Charles Dickens', 'David Lean']","['Robert Newton', 'Alec Guinness', 'Kay Walsh', 'Francis L. Sullivan', 'Henry Stephenson']",Cineguild,7.8,11025,,,84,,
40745,Romance on the High Seas,1948,7,"['Comedy', 'Musical', 'Romance']",99,Usa,English,"['Michael Curtiz', 'Busby Berkeley']","['Julius J. Epstein', 'Philip G. Epstein']","['Jack Carson', 'Janis Paige', 'Don Defore', 'Doris Day', 'Oscar Levant']",Warner Bros.,7.0,1868,,,58,,
40746,Rope,1948,11,"['Crime', 'Drama', 'Mystery']",80,Usa,English,['Alfred Hitchcock'],"['Hume Cronyn', 'Patrick Hamilton']","['Dick Hogan', 'John Dall', 'Farley Granger', 'Edith Evanson', 'Douglas Dick']",Warner Bros.,8.0,125949,1500000,10046,73,-1489954,-0.99
40872,They Live by Night,1948,8,"['Crime', 'Film-Noir', 'Romance']",95,Usa,English,['Nicholas Ray'],"['Charles Schnee', 'Nicholas Ray']","[""Cathy O'Donnell"", 'Farley Granger', 'Howard Da Silva', 'Jay C. Flippen', 'Helen Craig']",Rko Radio Pictures,7.5,6856,808397,,82,,
40897,The Treasure of the Sierra Madre,1948,11,"['Adventure', 'Drama', 'Western']",126,Usa,English,['John Huston'],"['John Huston', 'B. Traven']","['Humphrey Bogart', 'Walter Huston', 'Tim Holt', 'Bruce Bennett', 'Barton Maclane']",Warner Bros.,8.2,111478,3000000,215295,98,-2784705,-0.93
41090,Adam's Rib,1949,1,"['Comedy', 'Drama', 'Romance']",101,Usa,English,['George Cukor'],"['Ruth Gordon', 'Garson Kanin']","['Spencer Tracy', 'Katharine Hepburn', 'Judy Holliday', 'Tom Ewell', 'David Wayne']",Metro-Goldwyn-Mayer (Mgm),7.5,19076,,,87,,
41094,The Adventures of Ichabod and Mr. Toad,1949,1,"['Animation', 'Comedy', 'Family']",68,Usa,English,"['James Algar', 'Clyde Geronimi']","['Washington Irving', 'Kenneth Grahame']","['Bing Crosby', 'Basil Rathbone', 'Eric Blore', ""J. Pat O'Malley"", 'John Mcleish']",Walt Disney Animation Studios,7.0,12376,,,74,,
41594,Little Women,1949,4,"['Drama', 'Family', 'Romance']",122,Usa,German,['Mervyn Leroy'],"['Andrew Solt', 'Sarah Y. Mason']","['June Allyson', 'Peter Lawford', ""Margaret O'Brien"", 'Elizabeth Taylor', 'Janet Leigh']",Metro-Goldwyn-Mayer (Mgm),7.3,6465,,12905600,61,,
41650,Mighty Joe Young,1949,8,"['Adventure', 'Drama', 'Fantasy']",94,Usa,English,['Ernest B. Schoedsack'],"['Ruth Rose', 'Merian C. Cooper']","['Terry Moore', 'Ben Johnson', 'Robert Armstrong', 'Mr. Joseph Young', 'Frank Mchugh']",Argosy Pictures,7.0,4531,1800000,,61,,
41716,On the Town,1949,11,"['Comedy', 'Musical', 'Romance']",98,Usa,English,"['Stanley Donen', 'Gene Kelly']","['Adolph Green', 'Betty Comden']","['Gene Kelly', 'Frank Sinatra', 'Betty Garrett', 'Ann Miller', 'Jules Munshin']",Metro-Goldwyn-Mayer (Mgm),7.4,15559,2111250,,71,,
41959,The Third Man,1949,11,"['Film-Noir', 'Mystery', 'Thriller']",104,Uk,English,['Carol Reed'],"['Graham Greene', 'Graham Greene']","['Joseph Cotten', 'Alida Valli', 'Orson Welles', 'Trevor Howard', 'Bernard Lee']",London Film Productions,8.1,155228,,1225424,97,,
42192,All About Eve,1950,10,['Drama'],138,Usa,English,['Joseph L. Mankiewicz'],['Joseph L. Mankiewicz'],"['Bette Davis', 'Anne Baxter', 'George Sanders', 'Celeste Holm', 'Gary Merrill']",Twentieth Century Fox,8.2,117634,1400000,150438,98,-1249562,-0.89
42200,Annie Get Your Gun,1950,4,"['Biography', 'Comedy', 'Musical']",107,Usa,English,"['George Sidney', 'Busby Berkeley']","['Sidney Sheldon', 'Herbert Fields']","['Betty Hutton', 'Howard Keel', 'Louis Calhern', 'J. Carrol Naish', 'Edward Arnold']",Metro-Goldwyn-Mayer (Mgm),6.9,4299,3768785,,77,,
42332,Cinderella,1950,9,"['Animation', 'Family', 'Fantasy']",74,Usa,English,"['Clyde Geronimi', 'Wilfred Jackson']","['Charles Perrault', 'Bill Peet']","['Ilene Woods', 'Eleanor Audley', 'Verna Felton', 'Claire Du Brey', 'Rhoda Williams']",Walt Disney Productions,7.3,142164,2900000,95126535,85,92226535,31.8
42451,Father of the Bride,1950,3,"['Comedy', 'Romance']",92,Usa,English,['Vincente Minnelli'],"['Frances Goodrich', 'Albert Hackett']","['Spencer Tracy', 'Joan Bennett', 'Elizabeth Taylor', 'Don Taylor', 'Billie Burke']",Metro-Goldwyn-Mayer (Mgm),7.2,9786,,,76,,
42530,Gun Crazy,1950,3,"['Crime', 'Drama', 'Film-Noir']",87,Usa,English,['Joseph H. Lewis'],"['Mackinlay Kantor', 'Dalton Trumbo']","['Peggy Cummins', 'John Dall', 'Berry Kroeger', 'Morris Carnovsky', 'Anabel Shaw']",King Brothers Productions,7.6,11210,400000,17322,74,-382678,-0.96
42531,The Gunfighter,1950,9,['Western'],85,Usa,English,['Henry King'],"['William Bowers', 'William Sellers']","['Gregory Peck', 'Helen Westcott', 'Millard Mitchell', 'Jean Parker', 'Karl Malden']",Twentieth Century Fox,7.7,9324,,,94,,
42876,Rashômon,1950,3,"['Crime', 'Drama', 'Mystery']",88,Japan,Japanese,['Akira Kurosawa'],"['Ryûnosuke Akutagawa', 'Akira Kurosawa']","['Toshirô Mifune', 'Machiko Kyô', 'Masayuki Mori', 'Takashi Shimura', 'Minoru Chiaki']",Daiei,8.2,148193,250000,46808,98,-203192,-0.81
43067,Treasure Island,1950,3,"['Adventure', 'Family']",96,Uk,English,['Byron Haskin'],"['Lawrence Edward Watkin', 'Robert Louis Stevenson']","['Bobby Driscoll', 'Robert Newton', 'Basil Sydney', 'Walter Fitzgerald', ""Denis O'Dea""]",Walt Disney Productions,6.9,6903,,4419657,89,,
43265,The African Queen,1951,11,"['Adventure', 'Drama', 'Romance']",105,Uk,English,['John Huston'],"['C.S. Forester', 'James Agee']","['Humphrey Bogart', 'Katharine Hepburn', 'Robert Morley', 'Peter Bull', 'Theodore Bikel']",Romulus Films,7.7,70236,1000000,51357,91,-948643,-0.95
43274,Alice in Wonderland,1951,12,"['Animation', 'Adventure', 'Family']",75,Usa,English,"['Clyde Geronimi', 'Wilfred Jackson']","['Lewis Carroll', 'Winston Hibler']","['Kathryn Beaumont', 'Ed Wynn', 'Richard Haydn', 'Sterling Holloway', 'Jerry Colonna']",Walt Disney Animation Studios,7.4,125923,3000000,,68,,
43278,An American in Paris,1951,9,"['Drama', 'Musical', 'Romance']",114,Usa,English,['Vincente Minnelli'],"['Alan Jay Lerner', 'Alan Jay Lerner']","['Gene Kelly', 'Leslie Caron', 'Oscar Levant', 'Georges Guétary', 'Nina Foch']",Metro-Goldwyn-Mayer (Mgm),7.2,29738,2723903,272619,83,-2451284,-0.9
43338,Ace in the Hole,1951,2,"['Drama', 'Film-Noir']",111,Usa,English,['Billy Wilder'],"['Billy Wilder', 'Lesser Samuels']","['Kirk Douglas', 'Jan Sterling', 'Robert Arthur', 'Porter Hall', 'Frank Cady']",Paramount Pictures,8.1,30541,1800000,2300000,72,500000,0.28
43547,Flying Leathernecks,1951,8,"['Action', 'Drama', 'War']",102,Usa,English,['Nicholas Ray'],"['James Edward Grant', 'Kenneth Gamet']","['John Wayne', 'Robert Ryan', 'Don Taylor', 'Janis Carter', 'Jay C. Flippen']",Rko Radio Pictures,6.4,4380,,,75,,
43879,On Dangerous Ground,1951,8,"['Drama', 'Film-Noir']",82,Usa,English,"['Nicholas Ray', 'Ida Lupino']","['A.I. Bezzerides', 'A.I. Bezzerides']","['Ida Lupino', 'Robert Ryan', 'Ward Bond', 'Charles Kemper', 'Anthony Ross']",Rko Radio Pictures,7.3,6101,,,78,,
43899,Pandora and the Flying Dutchman,1951,2,"['Drama', 'Fantasy', 'Mystery']",122,Uk,English,['Albert Lewin'],['Albert Lewin'],"['James Mason', 'Ava Gardner', 'Nigel Patrick', 'Sheila Sim', 'Harold Warrender']",Dorkay Productions,7.0,3240,1500000,31805,82,-1468195,-0.98
43924,A Place in the Sun,1951,12,"['Drama', 'Romance']",122,Usa,English,['George Stevens'],"['Theodore Dreiser', 'Patrick Kearney']","['Montgomery Clift', 'Elizabeth Taylor', 'Shelley Winters', 'Anne Revere', 'Keefe Brasselle']",Paramount Pictures,7.8,19588,2295304,,76,,
44079,Strangers on a Train,1951,5,"['Crime', 'Film-Noir', 'Thriller']",101,Usa,English,['Alfred Hitchcock'],"['Raymond Chandler', 'Czenzi Ormonde']","['Farley Granger', 'Ruth Roman', 'Robert Walker', 'Leo G. Carroll', 'Patricia Hitchcock']",Warner Bros.,7.9,121052,1200000,,88,,
44081,A Streetcar Named Desire,1951,4,['Drama'],122,Usa,English,['Elia Kazan'],"['Tennessee Williams', 'Oscar Saul']","['Vivien Leigh', 'Marlon Brando', 'Kim Hunter', 'Karl Malden', 'Rudy Bond']",Charles K. Feldman Group,8.0,97240,1800000,49523,97,-1750477,-0.97
44497,Genbaku no ko,1952,8,"['Drama', 'War']",97,Japan,Japanese,['Kaneto Shindô'],"['Arata Osada', 'Kaneto Shindô']","['Nobuko Otowa', 'Osamu Takizawa', 'Masao Shimizu', 'Jûkichi Uno', 'Akira Yamauchi']",Kindai Eiga Kyokai,7.8,1049,,,86,,
44602,Fanfan la Tulipe,1952,8,"['Adventure', 'Comedy', 'Romance']",95,Italy,French,['Christian-Jaque'],"['René Wheeler', 'René Fallet']","['Gérard Philipe', 'Gina Lollobrigida', 'Marcel Herrand', 'Olivier Hussenot', 'Henri Rollan']",Amato Produzione,7.2,2510,,30590,69,,
44706,High Noon,1952,10,"['Drama', 'Thriller', 'Western']",85,Usa,English,['Fred Zinnemann'],"['Carl Foreman', 'John W. Cunningham']","['Gary Cooper', 'Thomas Mitchell', 'Lloyd Bridges', 'Katy Jurado', 'Grace Kelly']",Stanley Kramer Productions,7.9,95573,730000,,89,,
44903,Million Dollar Mermaid,1952,3,"['Biography', 'Drama', 'Musical']",115,Usa,English,['Mervyn Leroy'],['Everett Freeman'],"['Esther Williams', 'Victor Mature', 'Walter Pidgeon', 'David Brian', 'Donna Corcoran']",Metro-Goldwyn-Mayer (Mgm),6.6,1243,,,50,,
45012,Pat and Mike,1952,12,"['Comedy', 'Romance', 'Sport']",95,Usa,English,['George Cukor'],"['Ruth Gordon', 'Garson Kanin']","['Spencer Tracy', 'Katharine Hepburn', 'Aldo Ray', 'William Ching', 'Sammy White']",Metro-Goldwyn-Mayer (Mgm),7.0,4993,,11884,79,,
45152,Singin' in the Rain,1952,2,"['Comedy', 'Musical', 'Romance']",103,Usa,English,"['Stanley Donen', 'Gene Kelly']","['Betty Comden', 'Adolph Green']","['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen', 'Millard Mitchell']",Metro-Goldwyn-Mayer (Mgm),8.3,213152,2540800,1864182,99,-676618,-0.27
45197,The Story of Robin Hood and His Merrie Men,1952,10,"['Action', 'Adventure', 'Family']",84,Uk,English,['Ken Annakin'],['Lawrence Edward Watkin'],"['Richard Todd', 'Joan Rice', 'Peter Finch', 'James Hayter', 'James Robertson Justice']",Walt Disney Productions,6.7,1429,,,64,,
45274,Umberto D.,1952,9,['Drama'],89,Italy,Italian,['Vittorio De Sica'],['Cesare Zavattini'],"['Carlo Battisti', 'Maria Pia Casilio', 'Lina Gennari', 'Ileana Simova', 'Elena Rea']",Rizzoli Film,8.2,22253,,71816,92,,
45537,The Band Wagon,1953,5,"['Comedy', 'Musical', 'Romance']",112,Usa,English,['Vincente Minnelli'],"['Betty Comden', 'Adolph Green']","['Fred Astaire', 'Cyd Charisse', 'Oscar Levant', 'Nanette Fabray', 'Jack Buchanan']",Metro-Goldwyn-Mayer (Mgm),7.5,9760,2169120,14537,93,-2154583,-0.99
45793,From Here to Eternity,1953,10,"['Drama', 'Romance', 'War']",118,Usa,English,['Fred Zinnemann'],"['Daniel Taradash', 'James Jones']","['Burt Lancaster', 'Montgomery Clift', 'Deborah Kerr', 'Donna Reed', 'Frank Sinatra']",Columbia Pictures,7.6,42401,1650000,36416,85,-1613584,-0.98
46004,Little Fugitive,1953,1,"['Drama', 'Family']",80,Usa,English,"['Ray Ashley', 'Morris Engel']","['Ray Ashley', 'Morris Engel']","['Richard Brewster', 'Winifred Cushing', 'Jay Williams', 'Will Lee', 'Charlie Moss']",Little Fugitive Production Company,7.5,2414,30000,162373,91,132373,4.41
46183,Peter Pan,1953,12,"['Animation', 'Adventure', 'Family']",77,Usa,English,"['Clyde Geronimi', 'Wilfred Jackson']","['J.M. Barrie', 'Ted Sears']","['Bobby Driscoll', 'Kathryn Beaumont', 'Hans Conried', 'Bill Thompson', 'Heather Angel']",Walt Disney Productions,7.3,123085,4000000,87404651,76,83404651,20.85
46250,Roman Holiday,1953,12,"['Comedy', 'Romance']",118,Usa,English,['William Wyler'],"['Ian Mclellan Hunter', 'John Dighton']","['Gregory Peck', 'Audrey Hepburn', 'Eddie Albert', 'Hartley Power', 'Harcourt Williams']",Paramount Pictures,8.0,124684,1500000,,78,,
46268,Le salaire de la peur,1953,4,"['Adventure', 'Drama', 'Thriller']",131,France,French,['Henri-Georges Clouzot'],"['Georges Arnaud', 'Henri-Georges Clouzot']","['Yves Montand', 'Charles Vanel', 'Folco Lulli', 'Peter Van Eyck', 'Véra Clouzot']",Compagnie Industrielle Et Commerciale Cinématographique (Cicc),8.1,52952,,1098,85,,
46303,Shane,1953,10,"['Drama', 'Western']",118,Usa,English,['George Stevens'],"['A.B. Guthrie Jr.', 'Jack Sher']","['Alan Ladd', 'Jean Arthur', 'Van Heflin', 'Brandon De Wilde', 'Jack Palance']",Paramount Pictures,7.6,36277,3100000,,80,,
46359,Stalag 17,1953,12,"['Comedy', 'Drama', 'War']",120,Usa,English,['Billy Wilder'],"['Billy Wilder', 'Edwin Blum']","['William Holden', 'Don Taylor', 'Otto Preminger', 'Robert Strauss', 'Harvey Lembeck']",Paramount Pictures,8.0,50292,1661530,,84,,
